iShares Japan Large-Cap ETF
Inception Date,"Oct 23, 2001"
Fund Holdings as of,"12-May-2015"
Total Net Assets,"$83,907,585"
Shares Outstanding,"1,500,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"7203","JP3633400001","6900643","TOYOTA MOTOR CORP","7.5351","Equity","Consumer Discretionary","Japan","$6,322,345","91,500","69.10","Tokyo Stock Exchange","USD","JPY","119.89","6,322,345.48"
"8306","JP3902900004","6335171","MITSUBISHI UFJ FINANCIAL GROUP INC","3.8553","Equity","Financials","Japan","$3,234,781","448,500","7.21","Tokyo Stock Exchange","USD","JPY","119.89","3,234,781.47"
"8316","JP3890350006","6563024","SUMITOMO MITSUI FINANCIAL GROUP IN","2.4156","Equity","Financials","Japan","$2,026,858","45,000","45.04","Tokyo Stock Exchange","USD","JPY","119.89","2,026,857.95"
"7267","JP3854600008","6435145","HONDA MOTOR LTD","2.3634","Equity","Consumer Discretionary","Japan","$1,983,043","57,000","34.79","Tokyo Stock Exchange","USD","JPY","119.89","1,983,042.79"
"9984","JP3436100006","6770620","SOFTBANK CORP","2.2282","Equity","Telecommunications","Japan","$1,869,585","30,500","61.30","Tokyo Stock Exchange","USD","JPY","119.89","1,869,584.62"
"9432","JP3735400008","6641373","NIPPON TELEGRAPH AND TELEPHONE COR","1.8254","Equity","Telecommunications","Japan","$1,531,591","22,500","68.07","Tokyo Stock Exchange","USD","JPY","119.89","1,531,591.46"
"8411","JP3885780001","6591014","MIZUHO FINANCIAL GROUP INC","1.8034","Equity","Financials","Japan","$1,513,190","771,000","1.96","Tokyo Stock Exchange","USD","JPY","119.89","1,513,189.59"
"2914","JP3726800000","6474535","JAPAN TOBACCO INC","1.5611","Equity","Consumer Staples","Japan","$1,309,878","36,500","35.89","Tokyo Stock Exchange","USD","JPY","119.89","1,309,877.80"
"6954","JP3802400006","6356934","FANUC CORP","1.5388","Equity","Industrials","Japan","$1,291,184","6,000","215.20","Tokyo Stock Exchange","USD","JPY","119.89","1,291,183.58"
"7751","JP3242800005","6172323","CANON INC","1.5069","Equity","Information Technology","Japan","$1,264,369","35,550","35.57","Tokyo Stock Exchange","USD","JPY","119.89","1,264,369.00"
"4502","JP3463000004","6870445","TAKEDA PHARMACEUTICAL LTD","1.4222","Equity","Health Care","Japan","$1,193,260","23,000","51.88","Tokyo Stock Exchange","USD","JPY","119.89","1,193,260.49"
"6758","JP3435000009","6821506","SONY CORP","1.4098","Equity","Consumer Discretionary","Japan","$1,182,926","37,000","31.97","Tokyo Stock Exchange","USD","JPY","119.89","1,182,926.02"
"9022","JP3566800003","6183552","CENTRAL JAPAN RAILWAY","1.3844","Equity","Industrials","Japan","$1,161,586","6,500","178.71","Tokyo Stock Exchange","USD","JPY","119.89","1,161,585.62"
"8058","JP3898400001","6596785","MITSUBISHI CORP","1.3736","Equity","Industrials","Japan","$1,152,511","51,500","22.38","Tokyo Stock Exchange","USD","JPY","119.89","1,152,510.63"
"9020","JP3783600004","6298542","EAST JAPAN RAILWAY","1.3563","Equity","Industrials","Japan","$1,138,022","12,500","91.04","Tokyo Stock Exchange","USD","JPY","119.89","1,138,022.35"
"3382","JP3422950000","B0FS5D6","SEVEN & I HOLDINGS LTD","1.2846","Equity","Consumer Staples","Japan","$1,077,863","25,000","43.11","Tokyo Stock Exchange","USD","JPY","119.89","1,077,863.04"
"6501","JP3788600009","6429104","HITACHI LTD","1.2707","Equity","Information Technology","Japan","$1,066,215","155,000","6.88","Tokyo Stock Exchange","USD","JPY","119.89","1,066,214.86"
