iShares Global Financials ETF
Inception Date,"Nov 12, 2001"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$443,465,485"
Shares Outstanding,"7,650,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"SREN","SWISS RE AG","CH0126881561","B545MG5","0.4425","Financials","Equity","Switzerland","$1,968,125","22,032","89.33","Six Swiss Exchange Ag","USD","CHF","0.98","1,968,124.68"
"STAN","STANDARD CHARTERED PLC","GB0004082847","0408284","0.4408","Financials","Equity","United Kingdom","$1,960,542","131,580","14.90","London Stock Exchange","USD","GBP","0.64","1,960,542.38"
"PSA","PUBLIC STORAGE REIT","US74460D1090","2852533","0.4385","Financials","Equity","United States","$1,950,606","9,486","205.63","New York Stock Exchange Inc.","USD","USD","1.00","1,950,606.18"
"CB","CHUBB CORP","US1712321017","2195722","0.4247","Financials","Equity","United States","$1,889,244","14,994","126.00","New York Stock Exchange Inc.","USD","USD","1.00","1,889,244.00"
"ITUB","ITAU UNIBANCO HOLDING S/A ADS","US4655621062","2849739","0.4239","Financials","Equity","Brazil","$1,885,531","226,899","8.31","New York Stock Exchange Inc.","USD","USD","1.00","1,885,530.69"
"8766","TOKIO MARINE HOLDINGS INC","JP3910660004","6513126","0.4224","Financials","Equity","Japan","$1,878,670","45,900","40.93","Tokyo Stock Exchange","USD","JPY","125.00","1,878,670.35"
"MUV2","MUNICH REINSURANCE COMPANY","DE0008430026","5294121","0.4211","Financials","Equity","Germany","$1,873,090","10,098","185.49","Xetra","USD","EUR","0.92","1,873,089.68"
"AON","AON PLC","GB00B5BT0K07","B5BT0K0","0.4148","Financials","Equity","United States","$1,844,915","18,207","101.33","New York Stock Exchange Inc.","USD","USD","1.00","1,844,915.31"
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","US22822V1017","BTGQCX1","0.4074","Financials","Equity","United States","$1,812,132","22,032","82.25","New York Stock Exchange Inc.","USD","USD","1.00","1,812,132.00"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","CA1360691010","2170525","0.4057","Financials","Equity","Canada","$1,804,605","25,398","71.05","Toronto Stock Exchange","USD","CAD","1.32","1,804,604.89"
"388","HONG KONG EXCHANGES AND CLEARING L","HK0388045442","6267359","0.4056","Financials","Equity","Hong Kong","$1,804,285","67,700","26.65","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","1,804,285.35"
"AFL","AFLAC INC","US0010551028","2026361","0.4013","Financials","Equity","United States","$1,784,929","27,846","64.10","New York Stock Exchange Inc.","USD","USD","1.00","1,784,928.60"
"MHFI","MCGRAW HILL FINANCIAL INC","US5806451093","2551443","0.3984","Financials","Equity","United States","$1,772,107","17,442","101.60","New York Stock Exchange Inc.","USD","USD","1.00","1,772,107.20"
"EQR","EQUITY RESIDENTIAL REIT","US29476L1070","2319157","0.3895","Financials","Equity","United States","$1,732,572","23,256","74.50","New York Stock Exchange Inc.","USD","USD","1.00","1,732,572.00"
"2318","PING AN INS GRP CO OF CHINA LTD- H","CNE1000003X6","B01FLR7","0.3887","Financials","Equity","China","$1,728,947","306,000","5.65","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","1,728,947.37"
"G","ASSICURAZIONI GENERALI","IT0000062072","4056719","0.3858","Financials","Equity","Italy","$1,715,985","87,975","19.51","Borsa Italiana S.P.A.","USD","EUR","0.92","1,715,984.71"
"ICE","INTERCONTINENTAL EXCHANGE INC","US45866F1049","BFSSDS9","0.3840","Financials","Equity","United States","$1,708,150","7,191","237.54","New York Stock Exchange Inc.","USD","USD","1.00","1,708,150.14"
"8604","NOMURA HOLDINGS INC","JP3762600009","6643108","0.3828","Financials","Equity","Japan","$1,702,505","244,800","6.95","Tokyo Stock Exchange","USD","JPY","125.00","1,702,505.22"
"2628","CHINA LIFE INS-H","CNE1000002L3","6718976","0.3820","Financials","Equity","China","$1,699,342","459,000","3.70","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","1,699,342.11"
"UL","UNIBAIL-RODAMCO SE REIT","FR0000124711","B1YY4B3","0.3771","Financials","Equity","France","$1,677,554","6,273","267.42","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","1,677,554.30"
"ALL","ALLSTATE CORP","US0200021014","2019952","0.3762","Financials","Equity","United States","$1,673,438","26,775","62.50","New York Stock Exchange Inc.","USD","USD","1.00","1,673,437.50"
"8802","MITSUBISHI ESTATE CO LTD","JP3899600005","6596729","0.3750","Financials","Equity","Japan","$1,668,263","73,000","22.85","Tokyo Stock Exchange","USD","JPY","125.00","1,668,262.73"
"HCN","HEALTH CARE REIT INC","US42217K1060","2440961","0.3725","Financials","Equity","United States","$1,657,128","24,174","68.55","New York Stock Exchange Inc.","USD","USD","1.00","1,657,127.70"
"LGEN","LEGAL & GENERAL GROUP PLC","GB0005603997","0560399","0.3696","Financials","Equity","United Kingdom","$1,643,787","389,079","4.22","London Stock Exchange","USD","GBP","0.64","1,643,786.76"
"D05","DBS GROUP HOLDINGS LTD","SG1L01001701","6175203","0.3639","Financials","Equity","Singapore","$1,618,575","110,900","14.59","Singapore Exchange","USD","SGD","1.39","1,618,575.14"
"DANSKE","DANSKE BANK","DK0010274414","4588825","0.3628","Financials","Equity","Denmark","$1,613,698","51,561","31.30","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","1,613,698.23"
"DFS","DISCOVER FINANCIAL SERVICES","US2547091080","B1YLC43","0.3447","Financials","Equity","United States","$1,533,439","28,152","54.47","New York Stock Exchange Inc.","USD","USD","1.00","1,533,439.44"
"SAMAS","SAMPO OYJ","FI0009003305","5226038","0.3422","Financials","Equity","Finland","$1,522,253","30,600","49.75","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","1,522,253.21"
"SWED A","SWEDBANK","SE0000242455","4846523","0.3360","Financials","Equity","Sweden","$1,494,436","64,566","23.15","Nasdaq Omx Nordic","USD","SEK","8.74","1,494,436.20"
"8750","THE DAI-ICHI LIFE INSURANCE CO LTD","JP3476480003","B601QS4","0.3336","Financials","Equity","Japan","$1,483,853","76,500","19.40","Tokyo Stock Exchange","USD","JPY","125.00","1,483,853.35"
"16","SUN HUNG KAI PROPERTIES LTD","HK0016000132","6859927","0.3281","Financials","Equity","Hong Kong","$1,459,559","95,000","15.36","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","1,459,558.82"
"AVB","AVALONBAY COMMUNITIES REIT INC","US0534841012","2131179","0.3261","Financials","Equity","United States","$1,450,578","8,415","172.38","New York Stock Exchange Inc.","USD","USD","1.00","1,450,577.70"
"AMP","AMERIPRISE FINANCE INC","US03076C1062","B0J7D57","0.3229","Financials","Equity","United States","$1,436,326","11,475","125.17","New York Stock Exchange Inc.","USD","USD","1.00","1,436,325.75"
"STI","SUNTRUST BANKS INC","US8679141031","2860990","0.3209","Financials","Equity","United States","$1,427,453","31,977","44.64","New York Stock Exchange Inc.","USD","USD","1.00","1,427,453.28"
"BBD","BANCO BRADESCO ADR REPTG PREF","US0594603039","B00FSK0","0.3207","Financials","Equity","Brazil","$1,426,572","192,780","7.40","New York Stock Exchange Inc.","USD","USD","1.00","1,426,572.00"
"KBC","KBC GROEP","BE0003565737","4497749","0.3201","Financials","Equity","Belgium","$1,423,895","20,655","68.94","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","1,423,895.30"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","SE0007100599","BXDZ9Q1","0.3189","Financials","Equity","Sweden","$1,418,699","94,248","15.05","Nasdaq Omx Nordic","USD","SEK","8.74","1,418,698.93"
"8309","SUMITOMO MITSUI TRUST HOLDINGS INC","JP3892100003","6431897","0.3165","Financials","Equity","Japan","$1,407,673","306,270","4.60","Tokyo Stock Exchange","USD","JPY","125.00","1,407,673.23"
"U11","UNITED OVERSEAS BANK LTD","SG1M31001969","6916781","0.3131","Financials","Equity","Singapore","$1,392,767","89,500","15.56","Singapore Exchange","USD","SGD","1.39","1,392,767.48"
"8591","ORIX CORP","JP3200450009","6661144","0.3055","Financials","Equity","Japan","$1,359,062","91,800","14.80","Tokyo Stock Exchange","USD","JPY","125.00","1,359,061.56"
"PLD","PROLOGIS REIT INC","US74340W1036","B44WZD7","0.3049","Financials","Equity","United States","$1,356,363","33,507","40.48","New York Stock Exchange Inc.","USD","USD","1.00","1,356,363.36"
"O39","OVERSEA-CHINESE BANKING LTD","SG1S04926220","B0F9V20","0.3037","Financials","Equity","Singapore","$1,351,071","183,600","7.36","Singapore Exchange","USD","SGD","1.39","1,351,071.35"
"MQG","MACQUARIE GROUP LTD DEF","AU000000MQG1","B28YTC2","0.3010","Financials","Equity","Australia","$1,338,696","22,185","60.34","Asx - All Markets","USD","AUD","1.36","1,338,696.41"
"8801","MITSUI FUDOSAN LTD","JP3893200000","6597603","0.3008","Financials","Equity","Japan","$1,338,102","46,000","29.09","Tokyo Stock Exchange","USD","JPY","125.00","1,338,101.52"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","SE0000148884","4813345","0.2933","Financials","Equity","Sweden","$1,304,723","109,701","11.89","Nasdaq Omx Nordic","USD","SEK","8.74","1,304,723.49"
"MCO","MOODYS CORP","US6153691059","2252058","0.2923","Financials","Equity","United States","$1,300,010","11,628","111.80","New York Stock Exchange Inc.","USD","USD","1.00","1,300,010.40"
"TROW","T ROWE PRICE GROUP INC","US74144T1088","2702337","0.2920","Financials","Equity","United States","$1,298,860","16,983","76.48","NASDAQ","USD","USD","1.00","1,298,859.84"
"SLF","SUN LIFE FINANCIAL INC","CA8667961053","2566124","0.2911","Financials","Equity","Canada","$1,294,769","39,780","32.55","Toronto Stock Exchange","USD","CAD","1.32","1,294,769.18"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","US4165151048","2476193","0.2874","Financials","Equity","United States","$1,278,272","26,928","47.47","New York Stock Exchange Inc.","USD","USD","1.00","1,278,272.16"
"BXP","BOSTON PROPERTIES REIT INC","US1011211018","2019479","0.2837","Financials","Equity","United States","$1,261,901","10,404","121.29","New York Stock Exchange Inc.","USD","USD","1.00","1,261,901.16"
"11","HANG SENG BANK LTD","HK0011000095","6408374","0.2829","Financials","Equity","Hong Kong","$1,258,421","61,200","20.56","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","1,258,421.05"
"1113","CHEUNG KONG PROPERTY HOLDINGS LTD","KYG2103F1019","BWX52N2","0.2809","Financials","Equity","Hong Kong","$1,249,465","153,500","8.14","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","1,249,464.65"
"HCP","HCP REIT INC","US40414L1098","2417578","0.2667","Financials","Equity","United States","$1,186,451","30,753","38.58","New York Stock Exchange Inc.","USD","USD","1.00","1,186,450.74"
"DB1","DEUTSCHE BOERSE AG","DE0005810055","7021963","0.2664","Financials","Equity","Germany","$1,185,100","13,005","91.13","Xetra","USD","EUR","0.92","1,185,099.73"
"INVE B","INVESTOR B","SE0000107419","5679591","0.2595","Financials","Equity","Sweden","$1,154,344","29,835","38.69","Nasdaq Omx Nordic","USD","SEK","8.74","1,154,343.57"
"1925","DAIWA HOUSE INDUSTRY LTD","JP3505000004","6251363","0.2595","Financials","Equity","Japan","$1,154,156","45,900","25.15","Tokyo Stock Exchange","USD","JPY","125.00","1,154,155.77"
"8601","DAIWA SECURITIES GROUP INC","JP3502200003","6251448","0.2571","Financials","Equity","Japan","$1,143,751","153,000","7.48","Tokyo Stock Exchange","USD","JPY","125.00","1,143,751.35"
"GGP","GENERAL GROWTH PROPERTIES REIT INC","US3700231034","B56VLR5","0.2571","Financials","Equity","United States","$1,143,534","42,228","27.08","New York Stock Exchange Inc.","USD","USD","1.00","1,143,534.24"
"VNO","VORNADO REALTY TRUST REIT","US9290421091","2933632","0.2533","Financials","Equity","United States","$1,126,735","11,781","95.64","New York Stock Exchange Inc.","USD","USD","1.00","1,126,734.84"
"NTRS","NORTHERN TRUST CORP TRUST","US6658591044","2648668","0.2523","Financials","Equity","United States","$1,122,247","14,535","77.21","NASDAQ","USD","USD","1.00","1,122,247.35"
"LAND","LAND SECURITIES GROUP REIT PLC","GB0031809436","3180943","0.2489","Financials","Equity","United Kingdom","$1,106,979","53,856","20.55","London Stock Exchange","USD","GBP","0.64","1,106,978.79"
"BEN","FRANKLIN RESOURCES INC","US3546131018","2350684","0.2440","Financials","Equity","United States","$1,085,509","24,021","45.19","New York Stock Exchange Inc.","USD","USD","1.00","1,085,508.99"
"SCG","SCENTRE GROUP","AU000000SCG8","BLZH0Z7","0.2426","Financials","Equity","Australia","$1,079,204","366,435","2.95","Asx - All Markets","USD","AUD","1.36","1,079,204.02"
"FITB","FIFTH THIRD BANCORP","US3167731005","2336747","0.2416","Financials","Equity","United States","$1,074,695","50,337","21.35","NASDAQ","USD","USD","1.00","1,074,694.95"
"MTB","M&T BANK CORP","US55261F1049","2340168","0.2411","Financials","Equity","United States","$1,072,334","8,109","132.24","New York Stock Exchange Inc.","USD","USD","1.00","1,072,334.16"
"PGR","PROGRESSIVE CORP","US7433151039","2705024","0.2411","Financials","Equity","United States","$1,072,334","34,884","30.74","New York Stock Exchange Inc.","USD","USD","1.00","1,072,334.16"
"8630","SOMPO JAPAN NIPPONKOA HOLDINGS INC","JP3165000005","B62G7K6","0.2405","Financials","Equity","Japan","$1,069,819","30,600","34.96","Tokyo Stock Exchange","USD","JPY","125.00","1,069,818.79"
"IVZ","INVESCO LTD","BMG491BT1088","B28XP76","0.2358","Financials","Equity","United States","$1,048,847","27,081","38.73","New York Stock Exchange Inc.","USD","USD","1.00","1,048,847.13"
"WY","WEYERHAEUSER REIT","US9621661043","2958936","0.2351","Financials","Equity","United States","$1,045,813","33,966","30.79","New York Stock Exchange Inc.","USD","USD","1.00","1,045,813.14"
"ESS","ESSEX PROPERTY TRUST REIT INC","US2971781057","2316619","0.2316","Financials","Equity","United States","$1,030,088","4,590","224.42","New York Stock Exchange Inc.","USD","USD","1.00","1,030,087.80"
"EQIX","EQUINIX REIT INC","US29444U7000","BVLZX12","0.2315","Financials","Equity","United States","$1,029,812","3,672","280.45","NASDAQ","USD","USD","1.00","1,029,812.40"
"ACA","CREDIT AGRICOLE SA","FR0000045072","7262610","0.2284","Financials","Equity","France","$1,016,011","71,757","14.16","Nyse Euronext - Euronext Paris","USD","EUR","0.92","1,016,010.91"
"OML","OLD MUTUAL PLC","GB00B77J0862","B77J086","0.2251","Financials","Equity","United Kingdom","$1,001,238","293,607","3.41","London Stock Exchange","USD","GBP","0.64","1,001,237.89"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","JP3409000001","6858902","0.2223","Financials","Equity","Japan","$989,000","28,000","35.32","Tokyo Stock Exchange","USD","JPY","125.00","988,999.56"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","JP3890310000","B2Q4CS1","0.2206","Financials","Equity","Japan","$981,282","31,600","31.05","Tokyo Stock Exchange","USD","JPY","125.00","981,282.45"
"PFG","PRINCIPAL FINANCIAL GROUP INC","US74251V1026","2803014","0.2186","Financials","Equity","United States","$972,566","17,442","55.76","New York Stock Exchange Inc.","USD","USD","1.00","972,565.92"
"QBE","QBE INSURANCE GROUP LTD","AU000000QBE9","6715740","0.2145","Financials","Equity","Australia","$954,181","89,352","10.68","Asx - All Markets","USD","AUD","1.36","954,181.34"
"AMP","AMP LTD","AU000000AMP6","6709958","0.2134","Financials","Equity","Australia","$949,262","195,534","4.85","Asx - All Markets","USD","AUD","1.36","949,261.75"
"GFNORTEO","GPO FINANCE BANORTE","MXP370711014","2421041","0.2116","Financials","Equity","Mexico","$941,326","183,600","5.13","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","941,325.68"
"2388","BOC HONG KONG HOLDINGS LTD","HK2388011192","6536112","0.2093","Financials","Equity","Hong Kong","$931,086","229,500","4.06","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","931,085.53"
