iShares U.S. Technology ETF
Inception Date,"May 15, 2000"
Fund Holdings as of,"12-May-2015"
Total Net Assets,"$2,975,905,951"
Shares Outstanding,"27,600,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"AAPL","US0378331005","2046251","APPLE INC","20.3815","Equity","Information Technology","$603,404,740","4,794,063","125.86","NASDAQ","603,404,739.50"
"MSFT","US5949181045","2588173","MICROSOFT CORP","10.7990","Equity","Information Technology","$319,711,651","6,752,094","47.35","NASDAQ","319,711,650.90"
"FB","US30303M1027","B7TL820","FACEBOOK CLASS A INC","4.5205","Equity","Information Technology","$133,831,825","1,727,754","77.46","NASDAQ","133,831,824.84"
"IBM","US4592001014","2005973","INTERNATIONAL BUSINESS MACHINES CO","4.3584","Equity","Information Technology","$129,031,308","756,560","170.55","New York Stock Exchange Inc.","129,031,308.00"
"GOOGL","US38259P5089","B020QX2","GOOGLE INC CLASS A","4.2768","Equity","Information Technology","$126,617,173","235,029","538.73","NASDAQ","126,617,173.17"
"INTC","US4581401001","2463247","INTEL CORPORATION CORP","4.2460","Equity","Information Technology","$125,706,566","3,897,878","32.25","NASDAQ","125,706,565.50"
"GOOG","US38259P7069","BKM4JZ7","GOOGLE INC CLASS C","4.2202","Equity","Information Technology","$124,941,261","236,166","529.04","NASDAQ","124,941,260.64"
"CSCO","US17275R1023","2198163","CISCO SYSTEMS INC","4.1481","Equity","Information Technology","$122,805,694","4,201,358","29.23","NASDAQ","122,805,694.34"
"ORCL","US68389X1054","2661568","ORACLE CORP","3.8829","Equity","Information Technology","$114,954,391","2,638,384","43.57","New York Stock Exchange Inc.","114,954,390.88"
"QCOM","US7475251036","2714923","QUALCOMM INC","3.1543","Equity","Information Technology","$93,384,304","1,357,626","68.78","NASDAQ","93,384,304.41"
"EBAY","US2786421030","2293819","EBAY INC","1.7846","Equity","Information Technology","$52,833,792","906,240","58.30","NASDAQ","52,833,792.00"
"HPQ","US4282361033","2424006","HEWLETT PACKARD","1.6633","Equity","Information Technology","$49,243,119","1,495,842","32.92","New York Stock Exchange Inc.","49,243,118.64"
"TXN","US8825081040","2885409","TEXAS INSTRUMENTS INCORPORATED","1.5767","Equity","Information Technology","$46,678,801","861,789","54.16","NASDAQ","46,678,801.19"
"EMC","US2686481027","2295172","EMC CORP","1.4656","Equity","Information Technology","$43,391,202","1,636,169","26.52","New York Stock Exchange Inc.","43,391,201.88"
"CRM","US79466L3024","2310525","SALESFORCE.COM INC","1.2071","Equity","Information Technology","$35,737,584","497,946","71.77","New York Stock Exchange Inc.","35,737,584.42"
"YHOO","US9843321061","2986539","YAHOO! INC","1.0611","Equity","Information Technology","$31,414,122","716,563","43.84","NASDAQ","31,414,121.92"
"CTSH","US1924461023","2257019","COGNIZANT TECHNOLOGY SOLUTIONS COR","1.0530","Equity","Information Technology","$31,175,094","501,772","62.13","NASDAQ","31,175,094.36"
"ADBE","US00724F1012","2008154","ADOBE SYSTEM INC","1.0132","Equity","Information Technology","$29,995,379","391,738","76.57","NASDAQ","29,995,378.66"
"AVGO","SG9999006241","B3WS2X9","AVAGO TECHNOLOGIES LTD","0.8774","Equity","Information Technology","$25,976,630","211,278","122.95","NASDAQ","25,976,630.10"
"MU","US5951121038","2588184","MICRON TECHNOLOGY INC","0.8053","Equity","Information Technology","$23,840,945","887,270","26.87","NASDAQ","23,840,944.90"
"INTU","US4612021034","2459020","INTUIT INC","0.7872","Equity","Information Technology","$23,306,266","227,923","102.26","NASDAQ","23,306,266.36"
"GLW","US2193501051","2224701","CORNING INC","0.7425","Equity","Information Technology","$21,982,764","1,047,297","20.99","New York Stock Exchange Inc.","21,982,764.03"
"BRCM","US1113201073","2235822","BROADCOM CORP CLASS A","0.6975","Equity","Information Technology","$20,651,028","449,033","45.99","NASDAQ","20,651,027.67"
"AMAT","US0382221051","2046552","APPLIED MATERIAL INC","0.6802","Equity","Information Technology","$20,137,929","1,012,465","19.89","NASDAQ","20,137,928.85"
"WDC","US9581021055","2954699","WESTERN DIGITAL CORP","0.5783","Equity","Information Technology","$17,121,567","178,424","95.96","NASDAQ","17,121,567.04"
"CERN","US1567821046","2185284","CERNER CORP","0.5706","Equity","Health Care","$16,894,252","251,253","67.24","NASDAQ","16,894,251.72"
"ADI","US0326541051","2032067","ANALOG DEVICES INC","0.5383","Equity","Information Technology","$15,936,433","256,708","62.08","NASDAQ","15,936,432.64"
"TWTR","US90184L1026","BFLR866","TWITTER INC","0.5344","Equity","Information Technology","$15,822,707","422,164","37.48","New York Stock Exchange Inc.","15,822,706.72"
"SWKS","US83088M1027","2961053","SKYWORKS SOLUTIONS INC","0.5140","Equity","Information Technology","$15,218,001","157,227","96.79","NASDAQ","15,218,001.33"
"STX","IE00B58JVZ52","B58JVZ5","SEAGATE TECHNOLOGY PLC","0.5131","Equity","Information Technology","$15,190,325","270,483","56.16","NASDAQ","15,190,325.28"
"SYMC","US8715031089","2861078","SYMANTEC CORP","0.4778","Equity","Information Technology","$14,146,027","562,690","25.14","NASDAQ","14,146,026.60"
"EQIX","US29444U7000","BVLZX12","EQUINIX REIT INC","0.4072","Equity","Information Technology","$12,056,931","46,498","259.30","NASDAQ","12,056,931.40"
"SNDK","US80004C1018","2765802","SANDISK CORP","0.3940","Equity","Information Technology","$11,664,783","174,963","66.67","NASDAQ","11,664,783.21"
"RHT","US7565771026","2447218","RED HAT INC","0.3890","Equity","Information Technology","$11,516,023","151,248","76.14","New York Stock Exchange Inc.","11,516,022.72"
"AKAM","US00971T1016","2507457","AKAMAI TECHNOLOGIES INC","0.3780","Equity","Information Technology","$11,191,976","147,321","75.97","NASDAQ","11,191,976.37"
"ALTR","US0214411003","2021690","ALTERA CORP","0.3687","Equity","Information Technology","$10,915,316","248,019","44.01","NASDAQ","10,915,316.19"
"ADSK","US0527691069","2065159","AUTODESK INC","0.3570","Equity","Information Technology","$10,568,151","186,059","56.80","NASDAQ","10,568,151.20"
"LRCX","US5128071082","2502247","LAM RESEARCH CORP","0.3404","Equity","Information Technology","$10,078,234","131,227","76.80","NASDAQ","10,078,233.60"
"XLNX","US9839191015","2985677","XILINX INC","0.3178","Equity","Information Technology","$9,407,145","215,686","43.62","NASDAQ","9,407,144.89"
"MSI","US6200763075","B5BKPQ4","MOTOROLA SOLUTIONS INC","0.3152","Equity","Information Technology","$9,332,268","157,056","59.42","New York Stock Exchange Inc.","9,332,267.52"
"QRVO","US74736K1016","BR9YYP4","QUORVO INC","0.3088","Equity","Information Technology","$9,141,028","122,288","74.75","NASDAQ","9,141,028.00"
"LLTC","US5356781063","2516839","LINEAR TECHNOLOGY CORP","0.3061","Equity","Information Technology","$9,062,349","197,029","45.99","NASDAQ","9,062,348.85"
"NTAP","US64110D1046","2630643","NETAPP INC","0.3018","Equity","Information Technology","$8,934,235","256,289","34.86","NASDAQ","8,934,234.54"
"NVDA","US67066G1040","2379504","NVIDIA CORP","0.2987","Equity","Information Technology","$8,843,835","424,572","20.83","NASDAQ","8,843,834.76"
"CTXS","US1773761002","2182553","CITRIX SYSTEMS INC","0.2938","Equity","Information Technology","$8,699,342","131,569","66.12","NASDAQ","8,699,342.28"
"PANW","US6974351057","B87ZMX0","PALO ALTO NETWORKS INC.","0.2813","Equity","Information Technology","$8,328,200","54,910","151.67","New York Stock Exchange Inc.","8,328,199.70"
"CA","US12673P1057","2214832","CA INC","0.2764","Equity","Information Technology","$8,183,693","261,627","31.28","NASDAQ","8,183,692.56"
"MCHP","US5950171042","2592174","MICROCHIP TECHNOLOGY INC","0.2741","Equity","Information Technology","$8,115,068","165,310","49.09","NASDAQ","8,115,067.90"
"JNPR","US48203R1041","2431846","JUNIPER NETWORKS INC","0.2726","Equity","Information Technology","$8,070,232","298,345","27.05","New York Stock Exchange Inc.","8,070,232.25"
"NOW","US81762P1021","B80NXX8","SERVICENOW INC","0.2725","Equity","Information Technology","$8,066,195","108,621","74.26","New York Stock Exchange Inc.","8,066,195.46"
"KLAC","US4824801009","2480138","KLA TENCOR CORP","0.2665","Equity","Information Technology","$7,889,201","134,330","58.73","NASDAQ","7,889,200.90"
"MXIM","US57772K1016","2573760","MAXIM INTEGRATED PRODUCTS INC","0.2543","Equity","Information Technology","$7,529,224","232,527","32.38","NASDAQ","7,529,224.26"
"CSC","US2053631048","2215200","COMPUTER SCIENCES CORP","0.2522","Equity","Information Technology","$7,466,492","116,210","64.25","New York Stock Exchange Inc.","7,466,492.50"
"FFIV","US3156161024","2427599","F5 NETWORKS INC","0.2514","Equity","Information Technology","$7,442,661","59,527","125.03","NASDAQ","7,442,660.81"
"CDK","US12508E1010","BQXTWQ5","CDK GLOBAL INC","0.2391","Equity","Information Technology","$7,078,641","132,534","53.41","NASDAQ","7,078,640.94"
"WDAY","US98138H1014","B8K6ZD1","WORKDAY INC CLASS A","0.2333","Equity","Information Technology","$6,907,385","78,129","88.41","New York Stock Exchange Inc.","6,907,384.89"
"DOX","GB0022569080","2256908","AMDOCS LTD","0.2315","Equity","Information Technology","$6,852,610","128,302","53.41","NASDAQ","6,852,609.82"
"SPLK","US8486371045","B424494","SPLUNK INC","0.2283","Equity","Information Technology","$6,759,353","99,887","67.67","NASDAQ","6,759,353.29"
"HRS","US4138751056","2412001","HARRIS CORP","0.2257","Equity","Information Technology","$6,681,610","85,915","77.77","New York Stock Exchange Inc.","6,681,609.55"
"ANSS","US03662Q1058","2045623","ANSYS INC","0.2183","Equity","Information Technology","$6,462,951","74,368","86.91","NASDAQ","6,462,951.04"
"VMW","US9285634021","B23SN61","VMWARE INC CLASS A","0.2108","Equity","Information Technology","$6,239,866","71,061","87.81","New York Stock Exchange Inc.","6,239,866.41"
"SNPS","US8716071076","2867719","SYNOPSYS INC","0.2053","Equity","Information Technology","$6,076,786","126,917","47.88","NASDAQ","6,076,785.96"
"IT","US3666511072","2372763","GARTNER INC.","0.2042","Equity","Information Technology","$6,046,499","72,197","83.75","New York Stock Exchange Inc.","6,046,498.75"
"SUNE","US86732Y1091","BBC3995","SUNEDISON INC.","0.1936","Equity","Information Technology","$5,731,256","207,579","27.61","New York Stock Exchange Inc.","5,731,256.19"
"VRSN","US92343E1029","2142922","VERISIGN INC","0.1870","Equity","Information Technology","$5,535,279","86,937","63.67","NASDAQ","5,535,278.79"
"MRVL","BMG5876H1051","2594653","MARVELL TECHNOLOGY GROUP LTD","0.1663","Equity","Information Technology","$4,922,398","349,354","14.09","NASDAQ","4,922,397.86"
"VNTV","US92210H1059","B6X55Y2","VANTIV INC CLASS A","0.1625","Equity","Information Technology","$4,810,954","119,944","40.11","New York Stock Exchange Inc.","4,810,953.84"
"TDC","US88076W1036","B247H10","TERADATA CORP","0.1623","Equity","Information Technology","$4,803,681","120,062","40.01","New York Stock Exchange Inc.","4,803,680.62"
"BLKFDS","US0669224778","-","BLK CSH FND TREASURY SL AGENCY","0.1602","Money Market","Cash and/or Derivatives","$4,743,971","4,744","1.00","-","4,743,971.08"
"IACI","US44919P5089","B0F0F09","IAC INTERACTIVE","0.1564","Equity","Information Technology","$4,629,098","63,508","72.89","NASDAQ","4,629,098.12"
"CDNS","US1273871087","2302232","CADENCE DESIGN SYSTEMS INC","0.1545","Equity","Information Technology","$4,575,219","240,801","19.00","NASDAQ","4,575,219.00"
"GRMN","CH0114405324","B3Z5T14","GARMIN LTD","0.1545","Equity","Consumer Discretionary","$4,573,327","99,550","45.94","NASDAQ","4,573,327.00"
"FTNT","US34959E1091","B5B2106","FORTINET INC.","0.1525","Equity","Information Technology","$4,515,711","116,836","38.65","NASDAQ","4,515,711.40"
"RAX","US7500861007","2591524","RACKSPACE HOSTING INC","0.1506","Equity","Information Technology","$4,457,752","96,992","45.96","New York Stock Exchange Inc.","4,457,752.32"
"ON","US6821891057","2583576","ON SEMICONDUCTOR CORP","0.1498","Equity","Information Technology","$4,436,004","357,454","12.41","NASDAQ","4,436,004.14"
"INFA","US45666Q1022","2412067","INFORMATICA CORP.","0.1471","Equity","Information Technology","$4,355,098","90,149","48.31","NASDAQ","4,355,098.19"
"BRCD","US1116213067","2422174","BROCADE COMMUNICATIONS SYSTEMS INC","0.1445","Equity","Information Technology","$4,277,007","354,644","12.06","NASDAQ","4,277,006.64"
"NCR","US62886E1082","2632650","NCR CORP","0.1310","Equity","Information Technology","$3,879,527","138,209","28.07","New York Stock Exchange Inc.","3,879,526.63"
"ULTI","US90385D1072","2249964","ULTIMATE SOFTWARE GROUP INC.","0.1294","Equity","Information Technology","$3,830,441","23,556","162.61","NASDAQ","3,830,441.16"
"PBI","US7244791007","2690506","PITNEY BOWES INC","0.1260","Equity","Industrials","$3,730,800","164,788","22.64","New York Stock Exchange Inc.","3,730,800.32"
"ATHN","US04685W1036","B24FJV8","ATHENAHEALTH INC.","0.1247","Equity","Health Care","$3,691,896","31,200","118.33","NASDAQ","3,691,896.00"
"PTC","US69370C1009","B95N910","PTC INC","0.1245","Equity","Information Technology","$3,686,615","95,163","38.74","NASDAQ","3,686,614.62"
"ARRS","US04270V1061","B9SMM04","ARRIS GROUP INC.","0.1242","Equity","Information Technology","$3,677,913","108,814","33.80","NASDAQ","3,677,913.20"
"TER","US8807701029","2884183","TERADYNE INC.","0.1239","Equity","Information Technology","$3,668,628","179,395","20.45","New York Stock Exchange Inc.","3,668,627.75"
"DATA","US87336U1051","B8DJFL5","TABLEAU SOFTWARE INC CLASS A","0.1220","Equity","Information Technology","$3,610,497","32,778","110.15","New York Stock Exchange Inc.","3,610,496.70"
"CDW","US12514G1085","BBM5MD6","CDW CORP/DE","0.1215","Equity","Information Technology","$3,597,204","97,406","36.93","NASDAQ","3,597,203.58"
"NUAN","US67020Y1001","2402121","NUANCE COMMUNICATIONS INC","0.1198","Equity","Information Technology","$3,547,790","211,682","16.76","NASDAQ","3,547,790.32"
"Z","US98954M1018","BVYJBR3","ZILLOW GROUP INC CLASS A","0.1156","Equity","Information Technology","$3,421,364","34,919","97.98","NASDAQ","3,421,363.62"
"PAY","US92342Y1091","B07RH68","VERIFONE SYSTEMS INC.","0.1146","Equity","Information Technology","$3,392,370","93,686","36.21","New York Stock Exchange Inc.","3,392,370.06"
"TYL","US9022521051","2909644","TYLER TECHNOLOGIES INC.","0.1132","Equity","Information Technology","$3,350,387","27,664","121.11","New York Stock Exchange Inc.","3,350,387.04"
"IM","US4571531049","2489094","INGRAM MICRO INC. SHS -A-","0.1126","Equity","Information Technology","$3,333,803","127,683","26.11","New York Stock Exchange Inc.","3,333,803.13"
"CY","US2328061096","2244549","CYPRESS SEMICONDUCTOR CORP.","0.1122","Equity","Information Technology","$3,320,730","261,784","12.69","NASDAQ","3,320,730.04"
"SSNC","US78467J1007","B58YSC6","SS&C TECHNOLOGIES HOLDINGS INC.","0.1120","Equity","Information Technology","$3,317,003","55,459","59.81","NASDAQ","3,317,002.79"
