iShares MSCI Mexico Capped ETF
Inception Date,"Mar 12, 1996"
Fund Holdings as of,"11-May-2015"
Total Net Assets,"$1,801,517,140"
Shares Outstanding,"30,400,000"
Stock,"99.42"
Bond,"0.00"
Cash,"0.10"
Other,"0.48"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"AMXL","MXP001691213","2667470","AMERICA MOVIL L","15.2677","Equity","Telecommunication Services","Mexico","$280,918,534","272,416,818","1.03","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"TLEVISACPO","MXP4987V1378","2380108","GRUPO TELEVISA","7.5620","Equity","Consumer Discretionary","Mexico","$139,137,128","19,024,497","7.31","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"FEMSAUBD","MXP320321310","2242059","FOMENTO ECONOMICO MEXICANO","7.4795","Equity","Consumer Staples","Mexico","$137,619,758","14,400,810","9.56","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"GFNORTEO","MXP370711014","2421041","GPO FINANCE BANORTE","5.5758","Equity","Financials","Mexico","$102,591,818","17,214,478","5.96","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"WALMEX*","MX01WA000038","BW1YVH8","WALMART DE MEXICO V","4.7554","Equity","Consumer Staples","Mexico","$87,497,413","35,540,433","2.46","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"CEMEXCPO","MXP225611567","2406457","CEMEX CPO","4.7328","Equity","Materials","Mexico","$87,081,330","85,977,304","1.01","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"GMEXICOB","MXP370841019","2643674","GRUPO MEXICO B","4.5232","Equity","Materials","Mexico","$83,224,847","26,019,286","3.20","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"FUNO11","MXCFFU000001","B671GT8","FIBRA UNO ADMINISTRACION REIT SA","3.1280","Equity","Financials","Mexico","$57,552,804","22,217,000","2.59","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"ALFAA","MXP000511016","2043423","ALFA A","3.0735","Equity","Industrials","Mexico","$56,550,651","27,701,551","2.04","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"GFINBURO","MXP370641013","2822398","GRUPO FINANCIERO INBURSA SRIES O O","3.0070","Equity","Financials","Mexico","$55,326,514","22,647,992","2.44","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"BIMBOA","MXP495211262","2392471","GRUPO BIMBO A","2.4286","Equity","Consumer Staples","Mexico","$44,685,713","16,363,204","2.73","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"SANMEXB","MXP690491412","2374521","GRUPO FINANCIERO SANTANDER MEXICO","2.0143","Equity","Financials","Mexico","$37,061,611","18,487,450","2.00","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"KIMBERA","MXP606941179","2491914","KIMBERLY-CLARK DE MEXICO CLASS A O","1.9822","Equity","Consumer Staples","Mexico","$36,472,050","15,958,354","2.29","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"ASURB","MXP001661018","2639349","GRUPO AEROPORTUARIO DEL SURESTE B","1.7959","Equity","Industrials","Mexico","$33,043,321","2,201,865","15.01","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"PINFRA*","MX01PI000005","2393388","PROMOTORA Y OPERADORA DE INFRAESTR","1.7143","Equity","Industrials","Mexico","$31,541,406","2,780,300","11.34","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"MEXCHEM*","MX01ME050007","2434760","MEXICHEM SA DE CV","1.6122","Equity","Materials","Mexico","$29,663,287","10,086,874","2.94","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"AC*","MX01AC100006","2823885","ARCA CONTINENTAL","1.4949","Equity","Consumer Staples","Mexico","$27,505,731","4,349,629","6.32","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"GCARSOA1","MXP461181085","2393452","GRUPO CARSO SERIES A1","1.4387","Equity","Industrials","Mexico","$26,471,436","6,200,633","4.27","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"PE&OLES*","MXP554091415","2448200","INDUST PENOLES","1.4249","Equity","Materials","Mexico","$26,217,910","1,476,713","17.75","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
"GAPB","MX01GA000004","B0ZV104","GRUPO AEROPORTUARIO DEL PACIFICO O","1.3747","Equity","Industrials","Mexico","$25,293,249","3,470,849","7.29","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.24","-"
