iShares MSCI Mexico Capped ETF
Inception Date,"Mar 12, 1996"
Fund Holdings as of,"08-May-2015"
Total Net Assets,"$1,839,950,321"
Shares Outstanding,"30,800,000"
Stock,"99.43"
Bond,"0.00"
Cash,"0.10"
Other,"0.47"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"KIMBERA","MXP606941179","2491914","KIMBERLY-CLARK DE MEXICO CLASS A O","1.9893","Equity","Consumer Staples","Mexico","$36,767,441","15,958,354","2.30","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"ASURB","MXP001661018","2639349","GRUPO AEROPORTUARIO DEL SURESTE B","1.7828","Equity","Industrials","Mexico","$32,949,889","2,201,865","14.96","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"PINFRA*","MX01PI000005","2393388","PROMOTORA Y OPERADORA DE INFRAESTR","1.7411","Equity","Industrials","Mexico","$32,178,948","2,780,300","11.57","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"MEXCHEM*","MX01ME050007","2434760","MEXICHEM SA DE CV","1.6117","Equity","Materials","Mexico","$29,788,439","10,086,874","2.95","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"AC*","MX01AC100006","2823885","ARCA CONTINENTAL","1.4942","Equity","Consumer Staples","Mexico","$27,616,191","4,349,629","6.35","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"GCARSOA1","MXP461181085","2393452","GRUPO CARSO SERIES A1","1.4434","Equity","Industrials","Mexico","$26,677,879","6,200,633","4.30","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"PE&OLES*","MXP554091415","2448200","INDUST PENOLES","1.4148","Equity","Materials","Mexico","$26,149,507","1,476,713","17.71","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"GAPB","MX01GA000004","B0ZV104","GRUPO AEROPORTUARIO DEL PACIFICO O","1.3668","Equity","Industrials","Mexico","$25,261,066","3,470,849","7.28","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"LIVEPOLC.1","MXP369181377","2306814","EL PUERTO DE LIVERPOOL C1","1.3169","Equity","Consumer Discretionary","Mexico","$24,339,397","2,094,595","11.62","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"GRUMAB","MXP4948K1056","2392545","GRUMA","1.3074","Equity","Consumer Staples","Mexico","$24,163,614","1,930,300","12.52","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"GENTERA*","MX01GE0E0004","BHWQZW1","GENTERA SAB DE CV","1.1358","Equity","Financials","Mexico","$20,992,787","11,939,106","1.76","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"ALSEA*","MXP001391012","2563017","ALSEA DE CV","1.0223","Equity","Consumer Discretionary","Mexico","$18,893,562","6,075,966","3.11","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"COMERCIUBC","MXP200821413","2222459","CONTROLADORA COMERCIAL MEXICANA OR","0.9603","Equity","Consumer Staples","Mexico","$17,749,148","5,414,955","3.28","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"LALAB","MX01LA040003","BFNXZM7","GRUPO LALA","0.9284","Equity","-","Mexico","$17,158,831","7,807,500","2.20","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"OHLMEX*","MX01OH010006","B3NWLD3","OHL MEXICO","0.8595","Equity","Industrials","Mexico","$15,885,279","9,285,200","1.71","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"FIBRAMQ12","MXCFFI0U0002","B80RZK1","MACQUARIE MEXICO REAL ESTATE MANAG","0.8312","Equity","Financials","Mexico","$15,363,145","9,976,500","1.54","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"TERRA13","MXCFTE0B0005","B87Y2V5","TERRAFINA DE CV REIT SA","0.8171","Equity","Financials","Mexico","$15,102,172","7,527,000","2.01","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"OMAB","MX01OM000018","B1KFX13","GRUPO AEROPORTUARIO DEL CENTRO NOR","0.7945","Equity","Industrials","Mexico","$14,684,049","2,912,692","5.04","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"GFREGIOO","MX01GF0X0008","B6QL9F6","BANREGIO GRUPO FINANCIERO","0.7774","Equity","Financials","Mexico","$14,367,276","2,482,700","5.79","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"CHDRAUIB","MX01CH170002","B457NQ0","GRUPO COMERCIAL CHEDRAUI","0.7464","Equity","Consumer Staples","Mexico","$13,795,185","4,551,300","3.03","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"VESTA*","MX01VE0M0003","B8F6ZF8","CORPORACION INMOBILIARIA VESTA","0.7044","Equity","Financials","Mexico","$13,019,432","7,044,949","1.85","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"LABB","MX01LA010006","B3B1C73","GENOMMA LAB INTERNATIONAL","0.6212","Equity","Health Care","Mexico","$11,481,700","10,230,593","1.12","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"AEROMEX*","MX01AE010005","B3WBBZ3","GRUPO AEROMEXICO","0.6207","Equity","Industrials","Mexico","$11,472,009","6,611,236","1.74","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"BOLSAA","MX01BM1B0000","B39VVF6","BOLSA MEXICANA DE VALORES","0.6047","Equity","Financials","Mexico","$11,175,590","6,101,687","1.83","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"VOLARA","MX01VO000009","BDZDPH6","CONTROLADORA VUELA COMPANIA DE AVI","0.5848","Equity","Industrials","Mexico","$10,808,718","8,440,100","1.28","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"HERDEZ*","MX01HE010008","2962959","GRUPO HERDEZ","0.5623","Equity","Consumer Staples","Mexico","$10,392,057","3,810,044","2.73","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"FSHOP13","MXCFFS000005","BCHWML7","FIBRA SHOP PORTAFOLIOS INMOBILIARI","0.5569","Equity","Financials","Mexico","$10,292,343","9,011,895","1.14","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"BACHOCOB","MX01BA1D0003","B1FJ6T9","INDUSTRIAS BACHOCO B","0.5509","Equity","-","Mexico","$10,182,234","2,150,300","4.74","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"ICHB","MXP524131127","2454810","INDUSTRIAS CH","0.5486","Equity","Materials","Mexico","$10,138,665","2,417,283","4.19","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"FIHO12","MXCFFI0T0005","B8HLNQ8","FIBRA HOTEL REIT SA","0.5105","Equity","Financials","Mexico","$9,434,824","7,093,200","1.33","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"ICA*","MXP371491046","B0MT4R9","EMPRESAS ICA","0.4945","Equity","Industrials","Mexico","$9,139,922","9,987,688","0.92","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"FIBRAPL14","MXCFFI170008","BN56JP1","PROLOGIS PROPERTY MEXICO REIT SA","0.4904","Equity","Financials","Mexico","$9,064,026","5,180,200","1.75","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"QCCPO","MX01QC000000","B8JTW41","QUALITAS CONTROLADORA","0.4218","Equity","Financials","Mexico","$7,795,163","4,115,200","1.89","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"HCITY*","MX01HC000001","BBL5196","HOTELES CITY EXPRESS","0.4181","Equity","Consumer Discretionary","Mexico","$7,728,268","5,115,000","1.51","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"MFRISCOA.1","MX01MF010000","B3QHKH2","MINERA FRISCO","0.4138","Equity","Materials","Mexico","$7,648,160","9,462,803","0.81","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"CULTIBAB","MX01CU000004","B8PQ2P7","ORGANIZACION CULTIBA","0.4044","Equity","-","Mexico","$7,474,021","5,664,000","1.32","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"GFINTERO","MXP370661011","2421610","INTERACCIONES SA","0.4022","Equity","Financials","Mexico","$7,434,467","1,168,400","6.36","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"SIMECB","MXP4984U1083","2375546","GRUPO SIMEC","0.3890","Equity","Materials","Mexico","$7,190,366","2,504,154","2.87","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"ARA*","MXP001161019","B1TV969","CONSORCIO ARA","0.3796","Equity","Consumer Discretionary","Mexico","$7,015,707","16,614,619","0.42","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"CREAL*","MX00CR000000","B8DST54","CREDITO REAL SOFOM ENR","0.3693","Equity","Financials","Mexico","$6,826,004","2,822,874","2.42","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"AZTECACPO","MX01AZ060013","2096911","TV AZTECA","0.3441","Equity","Consumer Discretionary","Mexico","$6,359,952","20,685,539","0.31","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"AXTELCPO","MX01AX040009","B0T0DH8","AXTEL CPO","0.3290","Equity","Telecommunication Services","Mexico","$6,081,480","21,637,077","0.28","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"GFAMSAA","MX01GF010008","B15F749","GRUPO FAMSA A","0.3078","Equity","Consumer Discretionary","Mexico","$5,688,859","8,196,121","0.69","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"KOFL","MXP2861W1067","2141899","COCA-COLA FEMSA CLASS L","0.2739","Equity","Consumer Staples","Mexico","$5,061,846","619,558","8.17","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"PAPPEL*","MX01PA0B0014","B0ZNPL9","BIO PAPEL","0.2682","Equity","Materials","Mexico","$4,957,846","3,341,200","1.48","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"BLKFDS","US0669224778","-","BLK CSH FND TREASURY SL AGENCY","0.0992","Cash","-","United States","$1,832,755","1,832,755","1.00","-","USD","USD","1.00","-"
"GEOB","MXP3142C1177","2229342","CORPORACION GEO B","0.0000","Equity","Consumer Discretionary","Mexico","$10","15,588,128","0.00","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
"URBI*","MX01UR000007","B0126X9","URBI DESARROLLO URBANOS","0.0000","Equity","Consumer Discretionary","Mexico","$20","29,674,089","0.00","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.16","-"
 
