iShares U.S. Energy ETF
Inception Date,"Jun 12, 2000"
Fund Holdings as of,"18-May-2015"
Total Net Assets,"$2,084,605,273"
Shares Outstanding,"46,400,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"XOM","US30231G1022","2326618","EXXON MOBIL CORP","21.1404","Equity","Energy","$446,747,020","5,143,892","86.85","New York Stock Exchange Inc.","446,747,020.20"
"CVX","US1667641005","2838555","CHEVRON CORP","11.6359","Equity","Energy","$245,894,800","2,305,624","106.65","New York Stock Exchange Inc.","245,894,799.60"
"SLB","AN8068571086","2779201","SCHLUMBERGER NV","6.8641","Equity","Energy","$145,055,157","1,563,937","92.75","New York Stock Exchange Inc.","145,055,156.75"
"COP","US20825C1045","2685717","CONOCOPHILLIPS","4.7194","Equity","Energy","$99,732,287","1,510,180","66.04","New York Stock Exchange Inc.","99,732,287.20"
"KMI","US49456B1017","B3NQ4P8","KINDER MORGAN INC","4.2353","Equity","Energy","$89,501,209","2,089,685","42.83","New York Stock Exchange Inc.","89,501,208.55"
"OXY","US6745991058","2655408","OCCIDENTAL PETROLEUM CORP","3.4539","Equity","Energy","$72,988,788","944,961","77.24","New York Stock Exchange Inc.","72,988,787.64"
"EOG","US26875P1012","2318024","EOG RESOURCES INC","2.9216","Equity","Energy","$61,741,008","672,560","91.80","New York Stock Exchange Inc.","61,741,008.00"
"PSX","US7185461040","B78C4Y8","PHILLIPS 66","2.5652","Equity","Energy","$54,208,804","666,529","81.33","New York Stock Exchange Inc.","54,208,803.57"
"APC","US0325111070","2032380","ANADARKO PETROLEUM CORP","2.4984","Equity","Energy","$52,797,819","621,297","84.98","New York Stock Exchange Inc.","52,797,819.06"
"HAL","US4062161017","2405302","HALLIBURTON","2.3036","Equity","Energy","$48,681,633","1,041,987","46.72","New York Stock Exchange Inc.","48,681,632.64"
"WMB","US9694571004","2967181","WILLIAMS INC","2.0972","Equity","Energy","$44,318,518","825,452","53.69","New York Stock Exchange Inc.","44,318,517.88"
"VLO","US91913Y1001","2041364","VALERO ENERGY CORP","1.8051","Equity","Energy","$38,146,861","631,466","60.41","New York Stock Exchange Inc.","38,146,861.06"
"BHI","US0572241075","2072085","BAKER HUGHES INC","1.6651","Equity","Energy","$35,186,877","532,973","66.02","New York Stock Exchange Inc.","35,186,877.46"
"MPC","US56585A1025","B3K3L40","MARATHON PETROLEUM CORP","1.6523","Equity","Energy","$34,916,791","334,869","104.27","New York Stock Exchange Inc.","34,916,790.63"
"DVN","US25179M1036","2480677","DEVON ENERGY CORP","1.4854","Equity","Energy","$31,391,136","473,900","66.24","New York Stock Exchange Inc.","31,391,136.00"
"SE","US8475601097","B1L60G9","SPECTRA ENERGY CORP","1.4149","Equity","Energy","$29,900,062","823,013","36.33","New York Stock Exchange Inc.","29,900,062.29"
"APA","US0374111054","2043962","APACHE CORP","1.3947","Equity","Energy","$29,472,802","462,101","63.78","New York Stock Exchange Inc.","29,472,801.78"
"PXD","US7237871071","2690830","PIONEER NATURAL RESOURCE","1.3631","Equity","Energy","$28,804,825","182,679","157.68","New York Stock Exchange Inc.","28,804,824.72"
"NOV","US6370711011","2624486","NATIONAL OILWELL VARCO INC","1.1523","Equity","Energy","$24,351,495","475,801","51.18","New York Stock Exchange Inc.","24,351,495.18"
"MRO","US5658491064","2910970","MARATHON OIL CORP","1.0854","Equity","Energy","$22,937,590","827,773","27.71","New York Stock Exchange Inc.","22,937,589.83"
"NBL","US6550441058","2640761","NOBLE ENERGY INC","1.0125","Equity","Energy","$21,397,342","474,337","45.11","New York Stock Exchange Inc.","21,397,342.07"
"LNG","US16411R2085","2654364","CHENIERE ENERGY INC","0.9861","Equity","Energy","$20,838,438","270,243","77.11","Nyse Mkt Llc","20,838,437.73"
"HES","US42809H1077","2023748","HESS CORP","0.9718","Equity","Energy","$20,535,558","298,092","68.89","New York Stock Exchange Inc.","20,535,557.88"
"COG","US1270971039","2162340","CABOT OIL & GAS CORP","0.8429","Equity","Energy","$17,812,579","506,759","35.15","New York Stock Exchange Inc.","17,812,578.85"
"CXO","US20605P1012","B1YWRK7","CONCHO RESOURCES INC","0.8204","Equity","Energy","$17,336,345","146,101","118.66","New York Stock Exchange Inc.","17,336,344.66"
"EQT","US26884L1098","2319414","EQT CORP","0.7892","Equity","Energy","$16,677,022","186,273","89.53","New York Stock Exchange Inc.","16,677,021.69"
"TSO","US8816091016","2884569","TESORO CORP.","0.6728","Equity","Energy","$14,218,768","153,236","92.79","New York Stock Exchange Inc.","14,218,768.44"
"WFT","IE00BLNN3691","BLNN369","WEATHERFORD INTERNATIONAL PLC","0.6515","Equity","Energy","$13,767,393","948,821","14.51","New York Stock Exchange Inc.","13,767,392.71"
"SWN","US8454671095","2828619","SOUTHWESTERN ENERGY","0.6137","Equity","Energy","$12,968,957","471,427","27.51","New York Stock Exchange Inc.","12,968,956.77"
"CAM","US13342B1052","2222233","CAMERON INTERNATIONAL CORP","0.5971","Equity","Energy","$12,617,275","237,703","53.08","New York Stock Exchange Inc.","12,617,275.24"
"XEC","US1717981013","2987521","CIMAREX ENERGY","0.5919","Equity","Energy","$12,507,958","107,429","116.43","New York Stock Exchange Inc.","12,507,958.47"
"RRC","US75281A1097","2523334","RANGE RESOURCES CORP","0.5755","Equity","Energy","$12,160,746","203,425","59.78","New York Stock Exchange Inc.","12,160,746.50"
"FTI","US30249U1016","2763561","FMC TECHNOLOGIES INC","0.5594","Equity","Energy","$11,821,995","284,046","41.62","New York Stock Exchange Inc.","11,821,994.52"
"OKE","US6826801036","2130109","ONEOK INC","0.5547","Equity","Energy","$11,721,186","255,642","45.85","New York Stock Exchange Inc.","11,721,185.70"
"HFC","US4361061082","B5VX1H6","HOLLYFRONTIER CORP","0.4937","Equity","Energy","$10,433,000","240,558","43.37","New York Stock Exchange Inc.","10,433,000.46"
"HP","US4234521015","2420101","HELMERICH & PAYNE INC","0.4658","Equity","Energy","$9,842,345","131,988","74.57","New York Stock Exchange Inc.","9,842,345.16"
"CHK","US1651671075","2182779","CHESAPEAKE ENERGY CORP","0.4474","Equity","Energy","$9,454,644","634,966","14.89","New York Stock Exchange Inc.","9,454,643.74"
"MUR","US6267171022","2611206","MURPHY OIL CORP","0.4214","Equity","Energy","$8,905,367","204,627","43.52","New York Stock Exchange Inc.","8,905,367.04"
"USD","-","-","USD CASH","0.4130","Cash","Cash and/or Derivatives","$8,728,594","8,729","100.00","-","8,728,593.79"
"WLL","US9663871021","2168003","WHITING PETROLEUM CORP","0.4056","Equity","Energy","$8,571,852","250,859","34.17","New York Stock Exchange Inc.","8,571,852.03"
"RIG","CH0048265513","B3KFWW1","TRANSOCEAN LTD","0.3984","Equity","Energy","$8,420,020","417,867","20.15","New York Stock Exchange Inc.","8,420,020.05"
"DRC","US2616081038","B0G0V77","DRESSER-RAND GROUP INC.","0.3752","Equity","Energy","$7,928,007","93,956","84.38","New York Stock Exchange Inc.","7,928,007.28"
"OGE","US6708371033","2657802","OGE ENERGY CORP.","0.3713","Equity","Utilities","$7,847,141","244,917","32.04","New York Stock Exchange Inc.","7,847,140.68"
"ESV","GB00B4VLR192","B4VLR19","ENSCO PLC CLASS A","0.3438","Equity","Energy","$7,265,887","287,644","25.26","New York Stock Exchange Inc.","7,265,887.44"
"NFX","US6512901082","2635079","NEWFIELD EXPLORATION","0.3426","Equity","Energy","$7,240,609","197,077","36.74","New York Stock Exchange Inc.","7,240,608.98"
"CLB","NL0000200384","2182531","CORE LABORATORIES NV","0.3176","Equity","Energy","$6,711,257","53,066","126.47","New York Stock Exchange Inc.","6,711,257.02"
"OII","US6752321025","2655583","OCEANEERING INTERNATIONAL INC","0.3072","Equity","Energy","$6,491,310","122,063","53.18","New York Stock Exchange Inc.","6,491,310.34"
"EGN","US29265N1081","2012672","ENERGEN CORP.","0.2972","Equity","Energy","$6,281,578","89,265","70.37","New York Stock Exchange Inc.","6,281,578.05"
"FANG","US25278X1090","B7Y8YR3","DIAMONDBACK ENERGY INC","0.2899","Equity","Energy","$6,125,826","77,317","79.23","NASDAQ","6,125,825.91"
"TRGP","US87612G1013","B55PZY3","TARGA RESOURCES CORP.","0.2830","Equity","Energy","$5,979,568","59,327","100.79","New York Stock Exchange Inc.","5,979,568.33"
"NBR","BMG6359F1032","2963372","NABORS INDUSTRIES LTD","0.2628","Equity","Energy","$5,553,088","354,377","15.67","New York Stock Exchange Inc.","5,553,087.59"
"GPOR","US4026353049","2398684","GULFPORT ENERGY CORP.","0.2551","Equity","Energy","$5,390,519","116,779","46.16","NASDAQ","5,390,518.64"
"FSLR","US3364331070","B1HMF22","FIRST SOLAR INC","0.2450","Equity","Information Technology","$5,176,931","92,149","56.18","NASDAQ","5,176,930.82"
"NE","GB00BFG3KF26","BFG3KF2","NOBLE CORP PLC","0.2381","Equity","Energy","$5,031,028","296,991","16.94","New York Stock Exchange Inc.","5,031,027.54"
"CLR","US2120151012","B1XGWS3","CONTINENTAL RESOURCES INC","0.2336","Equity","Energy","$4,935,639","104,902","47.05","New York Stock Exchange Inc.","4,935,639.10"
"SM","US78454L1008","2764188","SM ENERGY CO.","0.2227","Equity","Energy","$4,705,743","82,833","56.81","New York Stock Exchange Inc.","4,705,742.73"
"INT","US9814751064","2469450","WORLD FUEL SERVICES CORP.","0.2148","Equity","Energy","$4,539,269","88,347","51.38","New York Stock Exchange Inc.","4,539,268.86"
"SPN","US8681571084","2806109","SUPERIOR ENERGY SERVICES INC.","0.2095","Equity","Energy","$4,427,401","186,574","23.73","New York Stock Exchange Inc.","4,427,401.02"
"SEMG","US81663A1051","B547XN5","SEMGROUP CORP. CL A","0.2075","Equity","Energy","$4,384,179","53,148","82.49","New York Stock Exchange Inc.","4,384,178.52"
"WNR","US9593191045","B0WHXR6","WESTERN REFINING INC.","0.1900","Equity","Energy","$4,015,054","86,550","46.39","New York Stock Exchange Inc.","4,015,054.50"
"QEP","US74733V1008","B60X657","QEP RESOURCES INC","0.1897","Equity","Energy","$4,009,502","198,392","20.21","New York Stock Exchange Inc.","4,009,502.32"
"SCTY","US83416T1007","B8BZJC4","SOLARCITY CORP","0.1834","Equity","Industrials","$3,875,961","62,445","62.07","NASDAQ","3,875,961.15"
"CIE","US19075F1066","B4XH005","COBALT INTERNATIONAL ENERGY INC","0.1819","Equity","Energy","$3,843,682","363,985","10.56","New York Stock Exchange Inc.","3,843,681.60"
"PTEN","US7034811015","2672537","PATTERSON UTI ENERGY INC","0.1814","Equity","Energy","$3,834,398","179,429","21.37","NASDAQ","3,834,397.73"
"DRQ","US2620371045","2116767","DRIL QUIP INC","0.1732","Equity","Energy","$3,660,115","47,460","77.12","New York Stock Exchange Inc.","3,660,115.20"
"RDC","GB00B6SLMV12","B840261","ROWAN COMPANIES CLASS A PLC","0.1631","Equity","Energy","$3,446,193","152,217","22.64","New York Stock Exchange Inc.","3,446,192.88"
"WPX","US98212B1035","B40PCD9","WPX ENERGY INC","0.1562","Equity","Energy","$3,302,035","250,724","13.17","New York Stock Exchange Inc.","3,302,035.08"
