iShares U.S. Energy ETF
Inception Date,"Jun 12, 2000"
Fund Holdings as of,"11-May-2015"
Total Net Assets,"$2,142,950,915"
Shares Outstanding,"47,050,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"XOM","US30231G1022","2326618","EXXON MOBIL CORP","21.2276","Equity","Energy","$452,640,228","5,215,951","86.78","New York Stock Exchange Inc.","452,640,227.78"
"CVX","US1667641005","2838555","CHEVRON CORP","11.7712","Equity","Energy","$251,000,057","2,337,929","107.36","New York Stock Exchange Inc.","251,000,057.44"
"SLB","AN8068571086","2779201","SCHLUMBERGER NV","6.8251","Equity","Energy","$145,532,720","1,585,842","91.77","New York Stock Exchange Inc.","145,532,720.34"
"COP","US20825C1045","2685717","CONOCOPHILLIPS","4.6881","Equity","Energy","$99,965,288","1,531,331","65.28","New York Stock Exchange Inc.","99,965,287.68"
"KMI","US49456B1017","B3NQ4P8","KINDER MORGAN INC","4.2373","Equity","Energy","$90,352,497","2,118,961","42.64","New York Stock Exchange Inc.","90,352,497.04"
"OXY","US6745991058","2655408","OCCIDENTAL PETROLEUM CORP","3.4458","Equity","Energy","$73,474,393","958,195","76.68","New York Stock Exchange Inc.","73,474,392.60"
"EOG","US26875P1012","2318024","EOG RESOURCES INC","2.9300","Equity","Energy","$62,476,646","681,985","91.61","New York Stock Exchange Inc.","62,476,645.85"
"PSX","US7185461040","B78C4Y8","PHILLIPS 66","2.5528","Equity","Energy","$54,434,006","675,863","80.54","New York Stock Exchange Inc.","54,434,006.02"
"APC","US0325111070","2032380","ANADARKO PETROLEUM CORP","2.5504","Equity","Energy","$54,382,204","630,007","86.32","New York Stock Exchange Inc.","54,382,204.24"
"HAL","US4062161017","2405302","HALLIBURTON","2.3383","Equity","Energy","$49,860,293","1,056,586","47.19","New York Stock Exchange Inc.","49,860,293.34"
"WMB","US9694571004","2967181","WILLIAMS INC","1.9486","Equity","Energy","$41,549,623","837,019","49.64","New York Stock Exchange Inc.","41,549,623.16"
"VLO","US91913Y1001","2041364","VALERO ENERGY CORP","1.7498","Equity","Energy","$37,310,631","640,306","58.27","New York Stock Exchange Inc.","37,310,630.62"
"BHI","US0572241075","2072085","BAKER HUGHES INC","1.6834","Equity","Energy","$35,895,693","540,435","66.42","New York Stock Exchange Inc.","35,895,692.70"
"MPC","US56585A1025","B3K3L40","MARATHON PETROLEUM CORP","1.6288","Equity","Energy","$34,730,401","339,562","102.28","New York Stock Exchange Inc.","34,730,401.36"
"DVN","US25179M1036","2480677","DEVON ENERGY CORP","1.4978","Equity","Energy","$31,936,888","480,543","66.46","New York Stock Exchange Inc.","31,936,887.78"
"SE","US8475601097","B1L60G9","SPECTRA ENERGY CORP","1.4101","Equity","Energy","$30,068,620","834,544","36.03","New York Stock Exchange Inc.","30,068,620.32"
"APA","US0374111054","2043962","APACHE CORP","1.3873","Equity","Energy","$29,581,140","468,575","63.13","New York Stock Exchange Inc.","29,581,139.75"
"PXD","US7237871071","2690830","PIONEER NATURAL RESOURCE","1.3291","Equity","Energy","$28,339,868","185,240","152.99","New York Stock Exchange Inc.","28,339,867.60"
"NOV","US6370711011","2624486","NATIONAL OILWELL VARCO INC","1.2272","Equity","Energy","$26,166,956","509,779","51.33","New York Stock Exchange Inc.","26,166,956.07"
"MRO","US5658491064","2910970","MARATHON OIL CORP","1.1179","Equity","Energy","$23,838,080","839,369","28.40","New York Stock Exchange Inc.","23,838,079.60"
"NBL","US6550441058","2640761","NOBLE ENERGY INC","1.0392","Equity","Energy","$22,158,749","480,980","46.07","New York Stock Exchange Inc.","22,158,748.60"
"HES","US42809H1077","2023748","HESS CORP","1.0162","Equity","Energy","$21,669,378","302,265","71.69","New York Stock Exchange Inc.","21,669,377.85"
"LNG","US16411R2085","2654364","CHENIERE ENERGY INC","0.9961","Equity","Energy","$21,239,755","274,026","77.51","Nyse Mkt Llc","21,239,755.26"
"COG","US1270971039","2162340","CABOT OIL & GAS CORP","0.8427","Equity","Energy","$17,969,579","513,857","34.97","New York Stock Exchange Inc.","17,969,579.29"
"CXO","US20605P1012","B1YWRK7","CONCHO RESOURCES INC","0.8014","Equity","Energy","$17,088,180","148,142","115.35","New York Stock Exchange Inc.","17,088,179.70"
"EQT","US26884L1098","2319414","EQT CORP","0.7961","Equity","Energy","$16,975,185","188,886","89.87","New York Stock Exchange Inc.","16,975,184.82"
"SWN","US8454671095","2828619","SOUTHWESTERN ENERGY","0.6434","Equity","Energy","$13,719,490","478,031","28.70","New York Stock Exchange Inc.","13,719,489.70"
"TSO","US8816091016","2884569","TESORO CORP.","0.6430","Equity","Energy","$13,710,819","155,381","88.24","New York Stock Exchange Inc.","13,710,819.44"
"WFT","IE00BLNN3691","BLNN369","WEATHERFORD INTERNATIONAL PLC","0.6430","Equity","Energy","$13,710,025","962,107","14.25","New York Stock Exchange Inc.","13,710,024.75"
